relationship_gold_id,document_id,chunk_id,pmid,pmcid,relationship_type,source_entity_id,source_entity_type,source_entity_text,source_normalized_name,target_entity_id,target_entity_type,target_entity_text,target_normalized_name,evidence_text,evidence_section,evidence_start_char,evidence_end_char,confidence_gold,direction_verified,explicit_or_implied,negated,speculative,annotation_decision,annotator,annotation_status,notes
silver_relationship:1ebc29982585b70e,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,TREATS,drug:omacor,Drug,Omacor,Omacor,condition:severe_hypertriglyceridemia,Condition,Severe Hypertriglyceridemia,Severe Hypertriglyceridemia,Safety and efficacy of Omacor in severe hypertriglyceridemia,REF,47014,47074,0.78,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=A drug's safety and efficacy in severe hypertriglyceridemia strongly implies therapeutic use for that condition.
silver_relationship:18385faa6afa4102,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,REDUCES,drug:apolipoprotein_c_iii_antisense_inhibitor,Drug,Apolipoprotein C-III antisense inhibitor,Apolipoprotein C-III antisense inhibitor,biomarker:apolipoprotein_c_iii,Biomarker,Apolipoprotein C-III,Apolipoprotein C-III,An antisense inhibitor of apolipoprotein C-III substantially decreases fasting apolipoprotein C-III and triglyceride levels in LPL deficiency,REF,47184,47325,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly says the antisense inhibitor substantially decreases fasting apolipoprotein C-III.
silver_relationship:fb5e6e6b6d0b6870,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,PREVENTS,drug:fibrates,Drug,Fibrates,Fibrates,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,Efficacy of fibrates for cardiovascular risk reduction in persons with atherogenic dyslipidemia,REF,44267,44362,0.76,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cardiovascular risk reduction by fibrates strongly implies prevention or reduced risk of cardiovascular disease outcomes.
silver_relationship:c8871e78b2c4a1f3,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,INCREASES,drug:gemfibrozil,Drug,Gemfibrozil,Gemfibrozil,biomarker:plasma_pravastatin_concentration,Biomarker,plasma pravastatin concentrations,Plasma pravastatin concentration,Gemfibrozil increases plasma pravastatin concentrations and reduces pravastatin renal clearance,REF,44511,44606,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that gemfibrozil increases plasma pravastatin concentrations.
silver_relationship:f06d41270c88e2b7,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,PREVENTS,drug:omega_3_fatty_acids_from_fish_or_fish_oil_supplements,Drug,n-3 fatty acids,Omega-3 fatty acids,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,"n-3 Fatty acids from fish or fish-oil supplements, but not alpha-linolenic acid, benefit cardiovascular disease outcomes in primary- and secondary-prevention studies",REF,46330,46495,0.82,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised the source text/normalization to match the accepted omega-3 fatty acids entity; the evidence states benefit for cardiovascular disease outcomes in prevention studies.
silver_relationship:d6c5154fb420f320,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,TREATS,drug:eicosapentaenoic_acid_ethyl_ester,Drug,Eicosapentaenoic acid ethyl ester,Eicosapentaenoic acid ethyl ester,condition:hypertriglyceridemia,Condition,Hypertriglyceridemia,Hypertriglyceridemia,Eicosapentaenoic acid ethyl ester (AMR101) therapy in patients with very high triglyceride levels,REF,46518,46615,0.77,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Therapy in patients with very high triglyceride levels strongly implies treatment of hypertriglyceridemia.
silver_relationship:a4d2ad685d6be230,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,INTERACTS_WITH,drug:gemfibrozil,Drug,Gemfibrozil,Gemfibrozil,drug:hmg_coa_reductase_inhibitors,Drug,HMG-CoA reductase inhibitors,HMG-CoA reductase inhibitors,Rhabdomyolysis with HMG-CoA reductase inhibitors and gemfibrozil combination therapy,REF,44425,44509,0.84,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The phrase combination therapy with gemfibrozil and HMG-CoA reductase inhibitors supports a drug-drug interaction/coadministration relationship.
silver_relationship:5a188b3ceff4aabc,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,TREATS,drug:prescription_omega_3_fatty_acid_products,Drug,Prescription omega-3 fatty acid products,Prescription omega-3 fatty acid products,condition:hypertriglyceridemia,Condition,Hypertriglyceridemia,Hypertriglyceridemia,Overview of prescription omega-3 fatty acid products for hypertriglyceridemia,REF,48998,49075,0.86,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Prescription omega-3 fatty acid products being described as for hypertriglyceridemia strongly implies therapeutic use.
silver_relationship:6e584e021da1e670,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,TREATS,drug:microsomal_triglyceride_transfer_protein_inhibitors,Drug,Microsomal triglyceride transfer protein inhibitors,Microsomal triglyceride transfer protein inhibitors,condition:homozygous_familial_hypercholesterolemia,Condition,Homozygous familial hypercholesterolemia,Homozygous familial hypercholesterolemia,Use of microsomal triglyceride transfer protein inhibitors in patients with homozygous familial hypercholesterolemia,REF,47559,47675,0.78,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Use of the inhibitors in patients with homozygous familial hypercholesterolemia strongly implies treatment/management of that condition.
silver_relationship:58c1836e8c084951,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,REDUCES,drug:omega_3_free_fatty_acids,Drug,Omega-3 free fatty acids,Omega-3 free fatty acids,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,Omega-3 free fatty acids for the treatment of severe hypertriglyceridemia: the Epanova for lowering very high triglycerides (EVOLVE) trial,REF,46190,46328,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly describes Epanova/omega-3 free fatty acids as for lowering very high triglycerides.
silver_relationship:85f6f75627aeabac,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,INTERACTS_WITH,drug:gemfibrozil,Drug,Gemfibrozil,Gemfibrozil,drug:pravastatin,Drug,Pravastatin,Pravastatin,Gemfibrozil increases plasma pravastatin concentrations and reduces pravastatin renal clearance,REF,44511,44606,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Gemfibrozil changing pravastatin concentrations and renal clearance explicitly supports a pharmacokinetic interaction with pravastatin.
silver_relationship:079f51742b4de1d7,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,TREATS,drug:mipomersen_antisense_oligonucleotide,Drug,mipomersen,Mipomersen,condition:hypercholesterolemia,Condition,Hypercholesterolemia,Hypercholesterolemia,mipomersen-antisense oligonucleotide therapy in the management of hypercholesterolemia,REF,47471,47557,0.93,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised the source text/normalization to match the accepted mipomersen entity; the evidence explicitly states therapy in the management of hypercholesterolemia.
silver_relationship:a6792df2e1c2137e,paper:PMC4866746,PMC4866746-chunk-0009,,PMC4866746,REDUCES,drug:apolipoprotein_c_iii_antisense_inhibitor,Drug,Apolipoprotein C-III antisense inhibitor,Apolipoprotein C-III antisense inhibitor,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,An antisense inhibitor of apolipoprotein C-III substantially decreases fasting apolipoprotein C-III and triglyceride levels in LPL deficiency,REF,47184,47325,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states the antisense inhibitor substantially decreases triglyceride levels.
silver_relationship:f5e737f837862dc4,paper:PMC4866746,PMC4866746-chunk-0011,,PMC4866746,REDUCES,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,biomarker:diacylglycerol_acyltransferase_2,Biomarker,Diacylglycerol acyltransferase 2,Diacylglycerol acyltransferase 2,Inhibit DGAT-2,TABLE,55087,55101,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The omega-3 fatty acids table row explicitly lists 'Inhibit DGAT-2'; DGAT-2 is an accepted abbreviation for diacylglycerol acyltransferase 2, so inhibition supports a REDUCES relationship."
silver_relationship:a98807ca67142fb8,paper:PMC4866746,PMC4866746-chunk-0011,,PMC4866746,REDUCES,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,biomarker:apolipoprotein_c_iii,Biomarker,apoC-III,Apolipoprotein C-III,Decrease apoC-III,TABLE,55194,55211,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The omega-3 fatty acids row explicitly states 'Decrease apoC-III', and apoC-III is an accepted biomarker entity normalized to apolipoprotein C-III."
silver_relationship:26bf02d1f954a1fa,paper:PMC4866746,PMC4866746-chunk-0011,,PMC4866746,REDUCES,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,biomarker:triglycerides,Biomarker,TG,Triglyceride,Omega-3 fatty acids (EPA and DHA) Decrease TG synthesis,TABLE,55032,55087,0.78,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The row identifies omega-3 fatty acids and states 'Decrease TG synthesis'; TG is accepted and defined as triglyceride. The relation is retained as REDUCES but revised to the accepted TG/triglyceride endpoint and marked as a strong implication because the evidence directly concerns TG synthesis rather than TG level alone.
silver_relationship:fa6bc76250fd9f1b,paper:PMC4866746,PMC4866746-chunk-0011,,PMC4866746,INCREASES,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,biomarker:lipoprotein_lipase,Biomarker,Lipoprotein lipase,Lipoprotein lipase,Increase LPL activity,TABLE,55101,55122,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The omega-3 fatty acids row explicitly lists 'Increase LPL activity'; LPL is an accepted abbreviation for lipoprotein lipase, supporting an INCREASES relationship."
silver_relationship:eb663cd648da532d,paper:PMC4866746,PMC4866746-chunk-0011,,PMC4866746,REDUCES,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,biomarker:lipoprotein_associated_phospholipase_a2,Biomarker,Lipoprotein-associated phospholipase A2,Lipoprotein-associated phospholipase A2,Decrease Lp-PLA2,TABLE,55178,55194,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The omega-3 fatty acids row explicitly states 'Decrease Lp-PLA2'; Lp-PLA2 is an accepted abbreviation for lipoprotein-associated phospholipase A2, supporting a REDUCES relationship."
silver_relationship:16190944b16c77e1,paper:PMC4911828,PMC4911828-chunk-0001,,PMC4911828,ASSOCIATED_WITH,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,condition:cardiovascular_disease,Condition,Cardiovascular disease,Cardiovascular disease,several of the earlier cohort studies have found a univariate association of TG to CVD,TITLE,2959,3045,0.82,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly reports that earlier cohort studies found a univariate association of TG with CVD. Accepted as a reported univariate association, not as an independent adjusted effect."
silver_relationship:f0325fbf93cf2b32,paper:PMC4911828,PMC4911828-chunk-0001,,PMC4911828,ASSOCIATED_WITH,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,condition:coronary_artery_disease,Condition,Coronary artery disease,Coronary artery disease,found a CAD hazard ratio (HR) of 1.37 (95% confidence interval [95% CI]: 1.31–1.42) with increased TG,TITLE,5568,5669,0.7,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence reports a CAD hazard ratio associated with increased TG, supporting an association between triglycerides and coronary artery disease in the reported analysis."
silver_relationship:d09db70285fd9694,paper:PMC4911828,PMC4911828-chunk-0001,,PMC4911828,ASSOCIATED_WITH,biomarker:nonfasting_triglycerides,Biomarker,Nonfasting triglycerides,Nonfasting triglycerides,condition:cardiovascular_disease,Condition,Cardiovascular disease,Cardiovascular disease,some studies also found nonfasting TG associated with even further increase in CV risk.,TITLE,3377,3464,0.8,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly states that some studies found nonfasting TG associated with further increase in cardiovascular risk, supporting the endpoint as cardiovascular disease risk."
silver_relationship:b8867dd3054d316c,paper:PMC4911828,PMC4911828-chunk-0001,,PMC4911828,ASSOCIATED_WITH,biomarker:low_density_lipoprotein_cholesterol,Biomarker,Low-density lipoprotein cholesterol,Low-density lipoprotein cholesterol,condition:atherosclerotic_cardiovascular_disease,Condition,Atherosclerotic cardiovascular disease,Atherosclerotic cardiovascular disease,the role of TG in inducing ASCVD has been controversial and not as robust as the role of low-density lipoprotein cholesterol (LDL-C).,TITLE,1393,1526,0.72,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The comparison strongly implies that LDL-C has a robust role related to ASCVD, supporting an association between LDL-C and atherosclerotic cardiovascular disease."
silver_relationship:edea388b5e40a387,paper:PMC4911828,PMC4911828-chunk-0001,,PMC4911828,ASSOCIATED_WITH,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,biomarker:apolipoprotein_ai,Biomarker,Apolipoprotein AI,Apolipoprotein AI,"rising TG levels, inverse association with high-density lipoprotein cholesterol (HDL-C)/apolipoprotein (Apo) AI",TITLE,720,831,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The evidence span was expanded to include the TG source. The text explicitly states an inverse association involving rising TG levels and apolipoprotein AI.
silver_relationship:5daa7fe6d3a0509c,paper:PMC4911828,PMC4911828-chunk-0001,,PMC4911828,ASSOCIATED_WITH,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,biomarker:high_density_lipoprotein_cholesterol,Biomarker,High-density lipoprotein cholesterol,High-density lipoprotein cholesterol,"rising TG levels, inverse association with high-density lipoprotein cholesterol (HDL-C)/apolipoprotein (Apo) AI",TITLE,720,831,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The evidence span was expanded to include the TG source. The text explicitly states an inverse association involving rising TG levels and HDL-C.
silver_relationship:42eadff6e21fa3cc,paper:PMC4911828,PMC4911828-chunk-0002,,PMC4911828,REDUCES,drug:statins,Drug,Statins,Statins,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,Only 4S and CARE found a greater CVD risk reduction in high TG subgroup with statin therapy,INTRO,10744,10835,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Evidence explicitly states CVD risk reduction with statin therapy; REDUCES is more precise than PREVENTS.
silver_relationship:554c0a5c8775bea1,paper:PMC4911828,PMC4911828-chunk-0002,,PMC4911828,INCREASES_RISK_OF,biomarker:remnant_cholesterol,Biomarker,Remnant Cholesterol,Remnant Cholesterol,condition:all_cause_mortality,Condition,All-cause Mortality,All-cause Mortality,high concentrations of TG-rich lipoproteins or remnant cholesterol are causal risk factors for CVD and all-cause mortality,INTRO,7988,8110,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The text calls high remnant cholesterol a causal risk factor for all-cause mortality, supporting increased risk rather than only association."
silver_relationship:9f7dfb245a13b3a3,paper:PMC4911828,PMC4911828-chunk-0002,,PMC4911828,ASSOCIATED_WITH,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,condition:coronary_heart_disease,Condition,Coronary Heart Disease,Coronary Heart Disease,a 40% reduction in CHD observed with 39% corresponding reduction in TG,INTRO,7673,7743,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly links reduction in TG with reduction in CHD, supporting an association between triglycerides and coronary heart disease."
silver_relationship:7331435c3dbc72ce,paper:PMC4911828,PMC4911828-chunk-0002,,PMC4911828,INCREASES_RISK_OF,biomarker:remnant_cholesterol,Biomarker,Remnant Cholesterol,Remnant Cholesterol,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,high concentrations of TG-rich lipoproteins or remnant cholesterol are causal risk factors for CVD and all-cause mortality,INTRO,7988,8110,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The evidence explicitly identifies high remnant cholesterol as a causal risk factor for CVD, so INCREASES_RISK_OF is more specific than ASSOCIATED_WITH."
silver_relationship:1158b23d5dd5c266,paper:PMC4911828,PMC4911828-chunk-0002,,PMC4911828,INCREASES_RISK_OF,biomarker:triglyceride_rich_lipoproteins,Biomarker,Triglyceride-rich Lipoproteins,Triglyceride-rich Lipoproteins,condition:all_cause_mortality,Condition,All-cause Mortality,All-cause Mortality,high concentrations of TG-rich lipoproteins or remnant cholesterol are causal risk factors for CVD and all-cause mortality,INTRO,7988,8110,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The text explicitly states that high concentrations of TG-rich lipoproteins are causal risk factors for all-cause mortality, supporting increased risk."
silver_relationship:cb41e00b6e4b4bf7,paper:PMC4911828,PMC4911828-chunk-0002,,PMC4911828,ASSOCIATED_WITH,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,condition:ischemic_cardiovascular_disease,Condition,Ischemic Cardiovascular Disease,Ischemic Cardiovascular Disease,a significantly reduced risk of ischemic CVD has also been found with genetically reduced TG,INTRO,6906,6998,0.88,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly links genetically reduced TG with reduced ischemic CVD risk, supporting an association between triglycerides and ischemic CVD."
silver_relationship:22f95c1138a6bb7f,paper:PMC4911828,PMC4911828-chunk-0002,,PMC4911828,INCREASES_RISK_OF,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,genome-wide association studies (GWAS) have found a causal association between raised TG and CVD,INTRO,6133,6229,0.94,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The evidence explicitly links raised TG causally with CVD, supporting increased CVD risk rather than a nonspecific association."
silver_relationship:6aefcd15ca1c2e6d,paper:PMC4911828,PMC4911828-chunk-0002,,PMC4911828,INCREASES_RISK_OF,biomarker:triglyceride_rich_lipoproteins,Biomarker,Triglyceride-rich Lipoproteins,Triglyceride-rich Lipoproteins,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,high concentrations of TG-rich lipoproteins or remnant cholesterol are causal risk factors for CVD and all-cause mortality,INTRO,7988,8110,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The text explicitly states that high concentrations of TG-rich lipoproteins are causal risk factors for CVD, so INCREASES_RISK_OF is more specific than ASSOCIATED_WITH."
silver_relationship:ddb85c4a47b360cc,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,ASSOCIATED_WITH,biomarker:total_cholesterol_to_hdl_cholesterol_ratio,Biomarker,Total cholesterol to HDL cholesterol ratio,Total cholesterol to HDL cholesterol ratio,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,"the lipids subtype most strongly associated with CVD risk were apo-B, LDL-C, and the ratio of TC to HDL-C.",INTRO,11984,12090,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists the ratio of TC to HDL-C among lipid subtypes most strongly associated with CVD risk.
silver_relationship:c39b8150ef0ee631,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,REDUCES,drug:antisense_therapies_targeting_apolipoprotein_b_apolipoprotein_c,Drug,Antisense therapies targeting Apolipoprotein B-Apolipoprotein C,Antisense therapies targeting Apolipoprotein B-Apolipoprotein C,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen), antisense therapies targeting Apo-B – Apo-C",INTRO,16649,16954,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence states that the listed newer drugs, including antisense therapies targeting Apo-B–Apo-C, have TG-lowering properties."
silver_relationship:e1c9605ae5818aa4,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,REDUCES,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,Other TG lowering medications such as omega-3 fatty acids have minimal beneficial evidence with regards to CVD risk reduction.,INTRO,15595,15721,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Omega-3 fatty acids are explicitly described as TG-lowering medications.
silver_relationship:70a663c13aca589d,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,ASSOCIATED_WITH,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,reduction of on-treatment TG to <150 mg/dL was associated with a 27% reduction in CVD risk.,INTRO,12378,12469,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that reduction of on-treatment TG was associated with reduced CVD risk.
silver_relationship:6aebfbae6165419f,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,PREVENTS,drug:fibrates,Drug,Fibrates,Fibrates,condition:cardiovascular_events,Condition,Cardiovascular Events,Cardiovascular Events,with fibrate therapy with or without atherogenic dyslipidemia found 13% relative risk reduction for any CV events,INTRO,14182,14295,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly reports relative risk reduction for CV events with fibrate therapy, supporting a preventive effect on cardiovascular events."
silver_relationship:9c077465485ff94f,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,REDUCES,drug:proprotein_convertase_subtilisin_kexin_type_9_inhibitors,Drug,Proprotein convertase subtilisin/kexin type-9 inhibitors,Proprotein convertase subtilisin/kexin type-9 inhibitors,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors,INTRO,16649,16821,0.88,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly includes proprotein convertase subtilisin/kexin type-9 inhibitors among newer drugs with TG-lowering properties.
silver_relationship:a9dd162d7d99d5e1,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,REDUCES,drug:mipomersen,Drug,Mipomersen,Mipomersen,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen)",INTRO,16649,16909,0.88,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Mipomersen is named in parentheses within the list of newer drugs described as having TG-lowering properties.
silver_relationship:17654eb18297ac11,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,PREVENTS,drug:statin_plus_eicosapentaenoic_acid,Drug,Statin plus eicosapentaenoic acid,Statin plus eicosapentaenoic acid,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,combination therapy with statin plus EPA (up to 1.8 g/d) reduced CVD risk by 53% (compared to statin monotherapy),INTRO,16055,16168,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly states that statin plus EPA reduced CVD risk by 53%, supporting a preventive effect."
silver_relationship:dcf69b483d1cfdd5,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,ASSOCIATED_WITH,biomarker:apolipoprotein_b,Biomarker,Apolipoprotein B,Apolipoprotein B,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,"the lipids subtype most strongly associated with CVD risk were apo-B, LDL-C, and the ratio of TC to HDL-C.",INTRO,11984,12090,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists apo-B among lipid subtypes most strongly associated with CVD risk.
silver_relationship:25d8c06647eda3d9,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,REDUCES,drug:fibrates,Drug,Fibrates,Fibrates,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,Figure 9 demonstrates the difference in TG lowering and HDL raising properties of different fibrates across the trial.,INTRO,15192,15310,0.92,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly refers to TG-lowering properties of different fibrates.
silver_relationship:d15db224315ffcac,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,REDUCES,drug:lomitapide,Drug,Lomitapide,Lomitapide,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide)",INTRO,16649,16868,0.88,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Lomitapide is named in parentheses within the list of newer drugs described as having TG-lowering properties.
silver_relationship:3bcab805740f38a6,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,ASSOCIATED_WITH,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,"the lipids subtype most strongly associated with CVD risk were apo-B, LDL-C, and the ratio of TC to HDL-C.",INTRO,11984,12090,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists LDL-C among lipid subtypes most strongly associated with CVD risk.
silver_relationship:e25ef9615f36c0f2,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,INCREASES,drug:fibrates,Drug,Fibrates,Fibrates,biomarker:serum_creatinine,Biomarker,Serum creatinine,Serum creatinine,"A meta-analysis from 18 trials (n = 45058) with fibrate therapy with or without atherogenic dyslipidemia found 13% relative risk reduction for any CV events (P < 0·0001) although no benefit on stroke, CV mortality, and risk of all-cause mortality was noted and significant increase in serum creatinine was also observed (HR: 1·99, 95% CI: 1·46–2·70; P < 0·0001).",INTRO,14139,14501,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly reports a significant increase in serum creatinine with fibrate therapy.
silver_relationship:3747ac2eae794c33,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,INCREASES,drug:fibrates,Drug,Fibrates,Fibrates,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,Figure 9 demonstrates the difference in TG lowering and HDL raising properties of different fibrates across the trial.,INTRO,15192,15310,0.92,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly refers to HDL-raising properties of different fibrates.
