entity_gold_id,document_id,chunk_id,pmid,pmcid,entity_id,entity_type,entity_text,normalized_name,aliases,category,mesh_id,icd10,drugbank_id,unit,normal_range,description,evidence_text,evidence_section,evidence_start_char,evidence_end_char,annotator,annotation_status,notes
silver_entity:10b5648baba690be,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,condition:recurrent_coronary_events,Condition,Recurrent Coronary Events,Recurrent Coronary Events,,,,,,,,,recurrent coronary events,CONCL,25421,25446,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Recurrent coronary events are explicitly mentioned as clinical outcomes.
silver_entity:728cdee83dc2142a,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,condition:stroke_events,Condition,Stroke Events,Stroke Events,,,,,,,,,stroke events,CONCL,26526,26539,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Stroke events are explicitly mentioned as clinical outcomes.
silver_entity:b113c404e27b8e2e,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,condition:vascular_disease,Condition,Vascular Disease,Vascular Disease,,,,,,,,,vascular disease,CONCL,23537,23553,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Vascular disease is explicitly mentioned as a condition/outcome.
silver_entity:d50d4f86355972e5,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,drug:atorvastatin,Drug,Atorvastatin,Atorvastatin,,,,,,,,,atorvastatin,CONCL,26545,26557,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Atorvastatin is explicitly mentioned as a drug.
silver_entity:11ddc06008967ed4,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,drug:bezafibrate,Drug,Bezafibrate,Bezafibrate,,,,,,,,,Bezafibrate,CONCL,27925,27936,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Bezafibrate is explicitly mentioned as a drug.
silver_entity:d292952a4bf739a5,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,drug:gemfibrozil,Drug,Gemfibrozil,Gemfibrozil,,,,,,,,,gemfibrozil,CONCL,26969,26980,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Gemfibrozil is explicitly mentioned as a drug.
silver_entity:759bb30916164776,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,drug:pravastatin,Drug,Pravastatin,Pravastatin,,,,,,,,,pravastatin,CONCL,25870,25881,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Pravastatin is explicitly mentioned as a drug.
silver_entity:a0ee760330c931b2,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,drug:simvastatin,Drug,Simvastatin,Simvastatin,,,,,,,,,simvastatin,CONCL,25024,25035,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Simvastatin is explicitly mentioned as a drug.
silver_entity:03a9fad38bc2b0c4,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,drug:statins,Drug,Statins,Statins,,,,,,,,,statins,CONCL,24310,24317,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Statins are explicitly mentioned as a drug class.
silver_entity:940aeeac252b2c51,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,biomarker:apolipoproteins,Biomarker,Apolipoprotein concentrations,Apolipoproteins,,,,,,,,,Apolipoprotein concentrations,REF,29093,29122,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=The chunk explicitly mentions apolipoprotein concentrations, supporting apolipoproteins as a biomarker concept; normalized from the singular measurement phrase."
silver_entity:c78a29db966ce362,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,biomarker:hdl_cholesterol,Biomarker,HDL Cholesterol,HDL Cholesterol,,,,,,,,,HDL cholesterol,REF,27589,27604,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=HDL cholesterol is explicitly mentioned as a standalone lipid biomarker.
silver_entity:9fef8fcd7bd3627e,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,biomarker:ldl_cholesterol,Biomarker,LDL Cholesterol,LDL Cholesterol,,,,,,,,,LDL cholesterol,REF,27569,27584,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=LDL cholesterol is explicitly mentioned as a standalone lipid biomarker.
silver_entity:aa7caa12e4ac942e,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,biomarker:lipoprotein_components,Biomarker,Lipoprotein Components,Lipoprotein Components,,,,,,,,,lipoprotein components,REF,30119,30141,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Lipoprotein components are explicitly mentioned as analytes related to stroke risk.
silver_entity:8871099def7ad324,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,biomarker:non_hdl_cholesterol,Biomarker,Non-HDL Cholesterol,Non-HDL Cholesterol,,,,,,,,,Non-HDL cholesterol,REF,29514,29533,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Non-HDL cholesterol is explicitly mentioned as a standalone biomarker.
silver_entity:76f7c1300cd2193d,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,,,,,,,,,triglycerides,REF,28033,28046,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Triglycerides are explicitly mentioned as a lipid biomarker.
silver_entity:ad374ccf2dfddfe3,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,biomarker:vldl_cholesterol,Biomarker,very-low-density lipoprotein cholesterol,VLDL Cholesterol,,,,,,,,,very-low-density lipoprotein cholesterol,REF,29652,29692,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=The chunk uses the expanded form very-low-density lipoprotein cholesterol, which normalizes to VLDL cholesterol."
silver_entity:34993af93ef1457f,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,biomarker:hs_crp,Biomarker,hs-CRP,hs-CRP,,,,,,,,,hs-CRP,REF,29831,29837,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=hs-CRP is explicitly listed as a prognostic biomarker.
silver_entity:a08758b506264560,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:acute_coronary_syndromes,Condition,Acute Coronary Syndromes,Acute Coronary Syndromes,,,,,,,,,acute coronary syndromes,REF,28808,28832,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Acute coronary syndromes are explicitly mentioned as a condition.
silver_entity:d378a3e8d8c35f60,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:atherosclerosis,Condition,Atherosclerosis,Atherosclerosis,,,,,,,,,atherosclerosis,REF,29067,29082,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Atherosclerosis is explicitly mentioned as a condition.
silver_entity:1a09100b7cb60f92,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,,,,,,,,,cardiovascular disease,REF,29552,29574,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cardiovascular disease is explicitly mentioned as a standalone condition.
silver_entity:0354cc0705020d63,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:coronary_artery_disease,Condition,Coronary Artery Disease,Coronary Artery Disease,,,,,,,,,coronary artery disease,REF,27504,27527,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Coronary artery disease is explicitly mentioned as a condition.
silver_entity:0972c8147d0ee186,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:coronary_heart_disease,Condition,Coronary Heart Disease,Coronary Heart Disease,,,,,,,,,coronary heart disease,REF,27623,27645,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Coronary heart disease is explicitly mentioned as a condition.
silver_entity:63aed8814cc0d898,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:dyslipidemia,Condition,Dyslipidemia,Dyslipidemia,,,,,,,,,dyslipidemia,REF,28554,28566,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Dyslipidemia is explicitly mentioned as a condition.
silver_entity:950930212799f48e,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:hemorrhagic_stroke,Condition,haemorrhagic stroke,Hemorrhagic Stroke,,,,,,,,,haemorrhagic stroke,REF,30168,30187,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The chunk explicitly mentions haemorrhagic stroke; normalized to the American spelling hemorrhagic stroke.
silver_entity:4fefd3878527d1a7,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:hypercholesterolemia,Condition,hypercholesterolaemic,Hypercholesterolemia,,,,,,,,,hypercholesterolaemic patients,REF,28676,28706,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=The adjective hypercholesterolaemic in patients supports the condition hypercholesterolemia, normalized from British spelling/adjectival form."
silver_entity:3119a9ee39369c14,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:ischemic_stroke,Condition,ischaemic stroke,Ischemic Stroke,,,,,,,,,ischaemic and haemorrhagic stroke,REF,30154,30187,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The coordinated phrase supports ischaemic stroke; normalized to the American spelling ischemic stroke.
silver_entity:c448b55aca1d134a,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,condition:type_2_diabetes_mellitus,Condition,Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,,,,,,,,,type 2 diabetes mellitus,REF,28175,28199,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Type 2 diabetes mellitus is explicitly mentioned as a condition.
silver_entity:b37df3b3c8b6abbf,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,drug:bezafibrate,Drug,Bezafibrate,Bezafibrate,,,,,,,,,Bezafibrate,REF,27925,27936,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Bezafibrate is explicitly mentioned as a drug.
silver_entity:ca3f0e7b75d04d39,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,drug:eicosapentaenoic_acid,Drug,Eicosapentaenoic Acid,Eicosapentaenoic Acid,,,,,,,,,eicosapentaenoic acid,REF,28626,28647,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Eicosapentaenoic acid is explicitly mentioned as a drug or therapeutic agent.
silver_entity:84c726a13edf2687,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,drug:ezetimibe,Drug,Ezetimibe,Ezetimibe,,,,,,,,,Ezetimibe,REF,28768,28777,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Ezetimibe is explicitly mentioned as a drug.
silver_entity:b787db43efa58991,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,drug:fenofibrate,Drug,Fenofibrate,Fenofibrate,,,,,,,,,fenofibrate,REF,28110,28121,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Fenofibrate is explicitly mentioned as a drug.
silver_entity:508445a4a9384ba5,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,drug:fibrates,Drug,Fibrates,Fibrates,,,,,,,,,fibrates,REF,28325,28333,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Fibrates are explicitly mentioned as a drug class.
silver_entity:1e4c7f3d8be808a1,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,drug:gemfibrozil,Drug,Gemfibrozil,Gemfibrozil,,,,,,,,,Gemfibrozil,REF,27708,27719,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Gemfibrozil is explicitly mentioned as a drug.
silver_entity:72542bf728ccf200,paper:PMC4911828,PMC4911828-chunk-0006,,PMC4911828,drug:statins,Drug,Statins,Statins,,,,,,,,,statins,REF,27479,27486,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Statins are explicitly mentioned as a drug class.
gold_addition:PMC3234107-chunk-0001:obesity,paper:PMC3234107,PMC3234107-chunk-0001,,PMC3234107,,RiskFactor,obesity,Obesity,,,,,,,,,obesity,TITLE,180,187,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important CVD-related risk factor explicitly mentioned in the chunk.
gold_addition:PMC3234107-chunk-0001:atherogenic_dyslipidemia,paper:PMC3234107,PMC3234107-chunk-0001,,PMC3234107,,Condition,atherogenic dyslipidemia,Atherogenic dyslipidemia,,,,,,,,,atherogenic dyslipidemia,TITLE,2460,2484,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicit residual lipid disorder discussed as contributing to continuing cardiovascular risk.
gold_addition:PMC3234107-chunk-0001:chylomicrons,paper:PMC3234107,PMC3234107-chunk-0001,,PMC3234107,,Biomarker,chylomicrons,Chylomicrons,,,,,,,,,chylomicrons,TITLE,3085,3097,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly mentioned lipoprotein particle class relevant to remnant-particle atherogenesis.
gold_addition:PMC3234107_chunk0002_hepatic_lipase,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,Hepatic lipase,Hepatic lipase,,,,,,,,,Hepatic lipase,INTRO,5987,6001,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important missing lipase biomarker explicitly discussed in remnant removal.
gold_addition:PMC3234107_chunk0002_interleukin_1_beta,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,interleukin (IL)-1β,Interleukin-1 beta,,,,,,,,,interleukin (IL)-1β,INTRO,6524,6543,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important inflammatory cytokine explicitly listed among proatherogenic mediators.
gold_addition:PMC3234107_chunk0002_matrix_metalloproteinase_3,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,matrix metalloproteinase-3,Matrix metalloproteinase-3,,,,,,,,,matrix metalloproteinase-3,INTRO,6616,6642,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important inflammatory protein explicitly listed but missing from candidates.
gold_addition:PMC3234107_chunk0002_nuclear_factor_kb,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,nuclear factor-κB,Nuclear factor-kappa B,,,,,,,,,nuclear factor-κB,INTRO,7455,7472,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important proinflammatory transcription factor explicitly mentioned.
gold_addition:PMC3234107_chunk0002_protein_kinase_c,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,protein kinase C,Protein kinase C,,,,,,,,,protein kinase C,INTRO,7484,7500,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important signaling biomarker explicitly mentioned among activated factors.
gold_addition:PMC3234107_chunk0002_triglycerides,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,Triglycerides,Triglycerides,,,,,,,,,Triglycerides,INTRO,9401,9414,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Central biomarker in the section heading and subsequent risk discussion.
gold_addition:PMC3234107_chunk0002_ldl_c,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,LDL-C,Low-density lipoprotein cholesterol,,,,,,,,,LDL-C,INTRO,11063,11068,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important lipid biomarker explicitly mentioned in residual-risk context.
gold_addition:PMC3234107_chunk0002_non_hdl_c,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,non-HDL-C,Non-HDL cholesterol,,,,,,,,,non-HDL-C,INTRO,10769,10778,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important lipid biomarker included in vascular-risk models.
gold_addition:PMC3234107_chunk0002_vldl,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,VLDL,Very-low-density lipoprotein,,,,,,,,,VLDL,INTRO,7117,7121,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important lipoprotein biomarker discussed in relation to apo C-III.
gold_addition:PMC3234107_chunk0002_ldl,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Biomarker,LDL,Low-density lipoprotein,,,,,,,,,LDL,INTRO,7126,7129,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important lipoprotein biomarker discussed in relation to apo C-III.
gold_addition:PMC3234107_chunk0002_insulin_resistance,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,RiskFactor,insulin resistance,Insulin resistance,,,,,,,,,insulin resistance,INTRO,9637,9655,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly mentioned as an associated risk factor.
gold_addition:PMC3234107_chunk0002_metabolic_syndrome,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Condition,metabolic syndrome,Metabolic syndrome,,,,,,,,,metabolic syndrome,INTRO,9933,9951,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important associated condition explicitly mentioned.
gold_addition:PMC3234107_chunk0002_cvd,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Condition,CVD,Cardiovascular disease,,,,,,,,,CVD,INTRO,10721,10724,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Cardiovascular disease is explicitly mentioned via abbreviation in the risk discussion.
gold_addition:PMC3234107_chunk0002_stroke,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Condition,stroke,Stroke,,,,,,,,,stroke,INTRO,10729,10735,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important vascular outcome explicitly mentioned.
gold_addition:PMC3234107_chunk0002_atherogenic_dyslipidemia,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,,Condition,atherogenic dyslipidemia,Atherogenic dyslipidemia,,,,,,,,,atherogenic dyslipidemia,INTRO,11118,11142,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important lipid disorder explicitly mentioned in the residual-risk discussion.
added_entity:PMC3234107-chunk-0003:triglyceride_rich_lipoproteins,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,,Biomarker,TRLs,Triglyceride-rich lipoproteins,,,,,,,,,TRLs,INTRO,12388,12392,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important missing lipoprotein biomarker class explicitly mentioned in relation to atherogenicity.
added_entity:PMC3234107-chunk-0003:vldl_cholesterol,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,,Biomarker,VLDL-C,VLDL cholesterol,,,,,,,,,VLDL-C,INTRO,13847,13853,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicit component of non-HDL-C and atherogenic apo B-containing lipoproteins.
added_entity:PMC3234107-chunk-0003:idl_cholesterol,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,,Biomarker,intermediate-density lipoprotein-cholesterol,Intermediate-density lipoprotein cholesterol,,,,,,,,,intermediate-density lipoprotein-cholesterol,INTRO,13855,13899,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicit lipid/lipoprotein biomarker included in the non-HDL-C definition.
added_entity:PMC3234107-chunk-0003:lipoprotein_a,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,,Biomarker,lipoprotein(a),Lipoprotein(a),,,,,,,,,lipoprotein(a),INTRO,13901,13915,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicit atherogenic lipoprotein included in the non-HDL-C definition.
added_entity:PMC3234107-chunk-0003:chylomicrons,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,,Biomarker,CM,Chylomicrons,,,,,,,,,CM,INTRO,13917,13919,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicit lipoprotein component listed under non-HDL-C.
added_entity:PMC3234107-chunk-0003:chylomicron_remnants,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,,Biomarker,CM remnants,Chylomicron remnants,,,,,,,,,CM remnants,INTRO,13925,13936,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicit remnant lipoprotein component listed under non-HDL-C.
gold_addition:accord_trial,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,,Paper,ACCORD trial,ACCORD trial,,,,,,,,,ACCORD trial,INTRO,16748,16760,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named clinical trial explicitly discussed as evaluating fenofibrate added to simvastatin.
gold_addition:accord_lipid_subgroup_analysis,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,,Paper,ACCORD Lipid subgroup analysis,ACCORD Lipid subgroup analysis,,,,,,,,,ACCORD Lipid subgroup analysis,INTRO,16944,16974,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named subgroup analysis explicitly cited as supporting the fibrate therapy hypothesis.
gold_addition:coronary_drug_project,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,,Paper,Coronary Drug Project,Coronary Drug Project,,,,,,,,,Coronary Drug Project,INTRO,18190,18211,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named randomized controlled trial of niacin explicitly discussed.
gold_addition:aim_high_trial,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,,Paper,AIM-HIGH: Niacin Plus Statin to Prevent Vascular Events trial,AIM-HIGH trial,,,,,,,,,AIM-HIGH: Niacin Plus Statin to Prevent Vascular Events trial,INTRO,18656,18717,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named trial explicitly discussed for extended-release niacin added to statin/ezetimibe therapy.
gold_addition:jelis,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,,Paper,JELIS,JELIS,,,,,,,,,JELIS,INTRO,20027,20032,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named study explicitly cited for EPA supplementation with low-dose statin.
gold_addition:atp_iii_guidelines,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,,Paper,ATP III guidelines,ATP III guidelines,,,,,,,,,ATP III guidelines,INTRO,20980,20998,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named guideline document explicitly referenced for treatment of elevated TG levels.
gold_addition:necp_atp_iv_guidelines,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,,Paper,NECP ATP IV guidelines,NECP ATP IV guidelines,,,,,,,,,NECP ATP IV guidelines,INTRO,21118,21140,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named upcoming guideline document explicitly referenced for hypertriglyceridemia treatment.
added_entity:lipoprotein_lipase,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,,Biomarker,lipoprotein lipase,Lipoprotein lipase,,,,,,,,,lipoprotein lipase,REF,27561,27579,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important lipid metabolism enzyme explicitly mentioned in multiple reference titles.
added_entity:vascular_cell_adhesion_molecule_1,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,,Biomarker,vascular cell adhesion molecule-1,Vascular cell adhesion molecule-1,,,,,,,,,vascular cell adhesion molecule-1,REF,28131,28164,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Specific endothelial adhesion biomarker explicitly mentioned in the chunk.
added_entity:dyslipidaemia,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,,Condition,dyslipidaemia,Dyslipidemia,,,,,,,,,dyslipidaemia,REF,29652,29665,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Dyslipidaemia is an explicitly mentioned lipid disorder not otherwise captured by the candidate list.
added_entity:free_fatty_acids,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,,Biomarker,FFAs,Free fatty acids,,,,,,,,,FFAs,REF,27774,27778,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=FFAs are explicitly mentioned as lipid molecules released during lipolysis.
added_entity:endothelial_cell_activation,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,,Condition,endothelial cell activation,Endothelial cell activation,,,,,,,,,endothelial cell activation,REF,28953,28980,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Endothelial cell activation is explicitly mentioned as a pathophysiologic state.
added_entity:triglyceride_rich_lipoprotein,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,,Biomarker,triglyceride rich lipoprotein (TGRL),Triglyceride-rich lipoprotein,,,,,,,,,triglyceride rich lipoprotein (TGRL),RESULTS,9166,9202,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly named lipoprotein particle class central to the discussion of residual CVD risk.
added_entity:very_low_density_lipoprotein,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,,Biomarker,very low density lipoprotein (VLDL),Very low-density lipoprotein,,,,,,,,,very low density lipoprotein (VLDL),RESULTS,9228,9263,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly named lipoprotein biomarker/particle involved in triglyceride-rich lipoprotein catabolism.
added_entity:chylomicrons,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,,Biomarker,chylomicrons,Chylomicrons,,,,,,,,,chylomicrons,RESULTS,9268,9280,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly named lipoprotein particles discussed in triglyceride transport and remnant formation.
added_entity:apolipoprotein_b48,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,,Biomarker,Apo-B48,Apolipoprotein B-48,,,,,,,,,Apo-B48,RESULTS,9548,9555,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly named apolipoprotein biomarker in chylomicron remnant particles.
added_entity:chylomicron_remnant,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,,Biomarker,chylomicron remnant,Chylomicron remnant,,,,,,,,,chylomicron remnant,RESULTS,9587,9606,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly named remnant lipoprotein particle relevant to atherosclerosis and CVD risk.
added_entity:intermediate_density_lipoprotein,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,,Biomarker,intermediate density lipoproteins (IDL),Intermediate-density lipoprotein,,,,,,,,,intermediate density lipoproteins (IDL),RESULTS,9778,9817,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly named lipoprotein particle in the VLDL-to-LDL catabolic pathway.
added_entity:apolipoprotein_b100,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,,Biomarker,apoB-100,Apolipoprotein B-100,,,,,,,,,apoB-100,RESULTS,9958,9966,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Explicitly named apolipoprotein biomarker contained in VLDL/IDL/LDL remnant particles.
added_entity:asteroid_study,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,,Paper,ASTEROID study,ASTEROID study,,,,,,,,,ASTEROID study,METHODS,20808,20822,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named study explicitly discussed as evidence for improved outcome from high-dose statins.
added_entity:treat_to_new_targets,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,,Paper,Treat to New Targets,Treat to New Targets,,,,,,,,,Treat to New Targets,METHODS,21180,21200,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Named major study explicitly discussed in relation to LDL-C lowering and CVD outcomes.
gold_added:PMC3572442-chunk-0006-atherosclerosis,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,,Condition,atherosclerosis,Atherosclerosis,,,,,,,,,atherosclerosis,REF,27500,27515,frontier / openai / gpt-5.5,accepted,llm_adjudication=added; reason=Important vascular condition repeatedly present in the chunk but missing from candidates.
